offset,pre_x,pre_y,pre_z,post_x,post_y,post_z,scores,cleft_scores,segmentid_pre,segmentid_post,pre_svid,post_svid,pre_id,post_id,x,y,z,partner,Tags,flywire.id
644643,579792,203728,74080,579760,203624,74120,284.011352539062,140,3312456253,3311818327,"=""80575235942172350""","=""80575235942187710""","=""720575940624804248""","=""720575940616046363""",579792,203728,74080,"=""720575940624804248""",FALSE,"="""""
644679,579752,203720,74160,579696,203620,74160,26.8699207305908,84,3312456253,3311818327,"=""80575235942186402""","=""80575235942187710""","=""720575940624804248""","=""720575940616046363""",579752,203720,74160,"=""720575940624804248""",FALSE,"="""""
644686,579744,203712,74200,579696,203592,74200,39.4547920227051,26,3312456253,3311818327,"=""80575235942172350""","=""80575235942187710""","=""720575940624804248""","=""720575940616046363""",579744,203712,74200,"=""720575940624804248""",FALSE,"="""""
644768,578624,203512,74520,578616,203664,74520,475.477172851562,148,3442329180,3311818327,"=""80575235942178534""","=""80575235942187679""","=""720575940628113292""","=""720575940616046363""",578624,203512,74520,"=""720575940628113292""",FALSE,"="""""
644863,577912,203864,75040,577788,203856,74960,475.873413085938,143,2660530240,3311818327,"=""80575235942221955""","=""80575235942203662""","=""720575940618976297""","=""720575940616046363""",577912,203864,75040,"=""720575940618976297""",FALSE,"="""""
655279,580148,203676,74200,580172,203568,74200,781.618713378906,149,0,3311818327,"=""80575235942191405""","=""80575235942172274""","=""720575940624804248""","=""720575940616046363""",580148,203676,74200,"=""720575940624804248""",FALSE,"="""""
656157,586092,201092,75040,586024,201016,75040,409.946807861328,126,2792324193,3311176819,"=""80715904711084747""","=""80715904711090712""","=""720575940616852894""","=""720575940616046363""",586092,201092,75040,"=""720575940616852894""",TRUE,"="""""
704174,578736,215164,74000,578784,215088,74040,337.600952148438,165,0,0,"=""80575373381141967""","=""80575373381153890""","=""720575940628113292""","=""720575940616046363""",578736,215164,74000,"=""720575940628113292""",FALSE,"="""""
704193,578680,215308,74040,578676,215372,74120,242.089904785156,176,0,3444889873,"=""80575442100599091""","=""80575442100625321""","=""720575940628113292""","=""720575940616046363""",578680,215308,74040,"=""720575940628113292""",FALSE,"="""""
704194,577948,215352,74040,577888,215416,74080,455.209777832031,50,2527458123,3444889873,"=""80575442100614457""","=""80575442100620931""","=""720575940628113292""","=""720575940616046363""",577948,215352,74040,"=""720575940628113292""",FALSE,"="""""
704262,578556,215212,74600,578520,215216,74440,13.3801307678223,178,0,3444889873,"=""80575373381171283""","=""80575373381159702""","=""720575940618976297""","=""720575940616046363""",578556,215212,74600,"=""720575940618976297""",FALSE,"="""""
704263,578540,215216,74600,578504,215244,74440,6.66879177093506,174,0,3444889873,"=""80575373381171283""","=""80575442100624160""","=""720575940618976297""","=""720575940616046363""",578540,215216,74600,"=""720575940618976297""",FALSE,"="""""
704270,578572,215184,74600,578564,215152,74480,378.233581542969,175,2660530240,3444889873,"=""80575373381171283""","=""80575373381159702""","=""720575940618976297""","=""720575940616046363""",578572,215184,74600,"=""720575940618976297""",FALSE,"="""""
704374,578536,215844,75040,578480,215900,75000,397.834655761719,135,0,3445526292,"=""80575442100651587""","=""80575442100641720""","=""720575940618976297""","=""720575940616046363""",578536,215844,75040,"=""720575940618976297""",FALSE,"="""""
704470,578772,213936,75520,578684,214016,75480,291.571594238281,143,3313735591,3444886644,"=""80575373381197579""","=""80575373381207762""","=""720575940613725708""","=""720575940616046363""",578772,213936,75520,"=""720575940613725708""",FALSE,"="""""
704480,578864,213964,75600,578812,214080,75600,358.8173828125,134,3313735591,3444886644,"=""80575373381197579""","=""80575373381208992""","=""720575940613725708""","=""720575940616046363""",578864,213964,75600,"=""720575940613725708""",TRUE,"="""""
714479,581076,214920,74160,581112,214824,74160,640.819030761719,145,2659892065,3444889873,"=""80575373381156840""","=""80575373381166755""","=""720575940610903062""","=""720575940616046363""",581076,214920,74160,"=""720575940610903062""",TRUE,"="""""
714507,580268,214988,74200,580232,214948,74160,157.128021240234,40,2659892065,3444889873,"=""80575373381139251""","=""80575373381152619""","=""720575940610903062""","=""720575940616046363""",580268,214988,74200,"=""720575940610903062""",FALSE,"="""""
714523,580240,215000,74200,580152,214972,74200,141.557189941406,137,2659892065,3444889873,"=""80575373381148596""","=""80575373381152619""","=""720575940610903062""","=""720575940616046363""",580240,215000,74200,"=""720575940610903062""",TRUE,"="""""
714603,581172,214444,74560,581228,214556,74520,628.969665527344,142,2790402780,3444889873,"=""80575373381171086""","=""80645742125370629""","=""720575940624804248""","=""720575940616046363""",581172,214444,74560,"=""720575940624804248""",TRUE,"="""""
714618,581860,214448,74560,581812,214412,74600,186.263595581055,125,2792324193,3444889873,"=""80645742125358367""","=""80645742125376647""","=""720575940616852894""","=""720575940616046363""",581860,214448,74560,"=""720575940616852894""",FALSE,"="""""
714684,582176,214252,74960,582048,214248,74960,723.745971679688,144,2528097786,3444889873,"=""80645742125396899""","=""80645742125376647""","=""720575940628115084""","=""720575940616046363""",582176,214252,74960,"=""720575940628115084""",FALSE,"="""""
714696,581484,214064,74960,581552,214068,74920,19.1070613861084,115,2790402780,3444889873,"=""80645742125382517""","=""80645742125381073""","=""720575940624804248""","=""720575940616046363""",581484,214064,74960,"=""720575940624804248""",FALSE,"="""""
714703,581480,214076,74920,581604,214060,74960,186.291229248047,136,0,3444889873,"=""80645742125382517""","=""80645742125381073""","=""720575940624804248""","=""720575940616046363""",581480,214076,74920,"=""720575940624804248""",TRUE,"="""""
769394,576564,213692,74640,576596,213592,74640,157.058197021484,143,2527458123,3444886574,"=""80505004636968242""","=""80505004636972251""","=""720575940628113292""","=""720575940616046363""",576564,213692,74640,"=""720575940628113292""",FALSE,"="""""
769402,576524,213692,74680,576508,213612,74720,279.95458984375,138,2527458123,3444886574,"=""80505004636972257""","=""80505004636972251""","=""720575940628113292""","=""720575940616046363""",576524,213692,74680,"=""720575940628113292""",FALSE,"="""""
769436,576324,213580,74920,576392,213620,74920,45.3219871520996,146,2528735655,3444884894,"=""80505004636984083""","=""80505004636976165""","=""720575940619059497""","=""720575940616046363""",576324,213580,74920,"=""720575940619059497""",TRUE,"="""""
770155,589628,210864,75000,589656,210780,75000,932.479736328125,144,2659892065,0,"=""80786410894235176""","=""80786410894216436""","=""720575940610903062""","=""720575940616046363""",589628,210864,75000,"=""720575940610903062""",FALSE,"="""""
777257,577940,213236,74920,578004,213332,74920,235.226928710938,147,0,3444886574,"=""80575373381196056""","=""80575373381188250""","=""720575940610903062""","=""720575940616046363""",577940,213236,74920,"=""720575940610903062""",FALSE,"="""""
783610,589864,210784,74600,589848,210680,74640,81.9519348144531,95,2659892065,3444255305,"=""80786410894211027""","=""80786410894216436""","=""720575940610903062""","=""720575940616046363""",589864,210784,74600,"=""720575940610903062""",FALSE,"="""""
783649,589764,210588,74880,589716,210680,74920,428.058776855469,142,2791042904,3444255305,"=""80786410894205719""","=""80786410894216436""","=""720575940629359076""","=""720575940616046363""",589764,210588,74880,"=""720575940629359076""",TRUE,"="""""
999743,589600,209484,75520,589688,209524,75520,250.741333007812,142,3313742706,3444255491,"=""80786410894223523""","=""80786410894244650""","=""720575940613725708""","=""720575940616046363""",589600,209484,75520,"=""720575940613725708""",TRUE,"="""""
999773,589828,209764,75480,589804,209696,75560,189.516448974609,38,3444255441,3444255491,"=""80786410894235037""","=""80786410894244643""","=""720575940629359076""","=""720575940616046363""",589828,209764,75480,"=""720575940629359076""",TRUE,"="""""
13379782,576232,206968,64040,576140,207024,64040,407.891052246094,148,2659248533,2921555484,"=""80504867197691893""","=""80504867197690592""","=""720575940616852894""","=""720575940616046363""",576232,206968,64040,"=""720575940616852894""",FALSE,"="""""
13379858,576020,207016,64480,575976,206912,64480,698.686645507812,127,2527458123,2921553923,"=""80504867197722912""","=""80504867197690592""","=""720575940628113292""","=""720575940616046363""",576020,207016,64480,"=""720575940628113292""",TRUE,"="""""
13911156,578492,213828,64280,578376,213844,64280,850.237731933594,150,2922835032,2268992762,"=""80575373380825528""","=""80575373380829077""","=""720575940610903062""","=""720575940616046363""",578492,213828,64280,"=""720575940610903062""",FALSE,"="""""
13911209,578472,213992,64440,578356,214016,64400,347.392608642578,146,2922835032,2268992762,"=""80575373380825528""","=""80575373380829077""","=""720575940610903062""","=""720575940616046363""",578472,213992,64440,"=""720575940610903062""",TRUE,"="""""
13911257,577912,213996,64600,577988,214092,64560,458.894104003906,146,2528735655,0,"=""80575373380830277""","=""80575373380831497""","=""720575940619059497""","=""720575940616046363""",577912,213996,64600,"=""720575940619059497""",TRUE,"="""""
13911322,578932,214120,64640,578924,214248,64640,88.93798828125,144,2922835032,2268992762,"=""80575373380827980""","=""80575373380839013""","=""720575940610903062""","=""720575940616046363""",578932,214120,64640,"=""720575940610903062""",FALSE,"="""""
13972940,578276,213360,64080,578376,213416,64120,114.846160888672,133,0,2268992762,"=""80575373380812192""","=""80575373380824227""","=""720575940619059497""","=""720575940616046363""",578276,213360,64080,"=""720575940619059497""",FALSE,"="""""
13972999,578512,213104,64440,578392,213080,64400,236.244873046875,157,2922836928,2268992762,"=""80575373380827745""","=""80575373380824227""","=""720575940610903062""","=""720575940616046363""",578512,213104,64440,"=""720575940610903062""",TRUE,"="""""
13982042,580716,211388,65440,580804,211296,65480,216.719741821289,140,2660530240,3052709665,"=""80575304661367879""","=""80575304661398402""","=""720575940618976297""","=""720575940616046363""",580716,211388,65440,"=""720575940618976297""",FALSE,"="""""
13982060,580708,211416,65440,580776,211372,65520,148.735778808594,144,2660530240,3052709665,"=""80575304661367879""","=""80575304661381608""","=""720575940618976297""","=""720575940616046363""",580708,211416,65440,"=""720575940618976297""",FALSE,"="""""
27168533,581036,200748,67840,580944,200672,67800,157.884750366211,63,2922193536,0,"=""80645535966671442""","=""80645535966668714""","=""720575940612337575""","=""720575940616046363""",581036,200748,67840,"=""720575940612337575""",FALSE,"="""""
27178163,577436,204744,68280,577484,204632,68280,130.525390625,176,0,3181941326,"=""80575235941978035""","=""80575235941996749""","=""720575940628113292""","=""720575940616046363""",577436,204744,68280,"=""720575940628113292""",TRUE,"="""""
27685829,577608,203832,68320,577512,203756,68320,865.484313964844,145,3051428650,3181301591,"=""80575235941994163""","=""80575235941992998""","=""720575940632437856""","=""720575940616046363""",577608,203832,68320,"=""720575940632437856""",FALSE,"="""""
27685880,577504,203444,68640,577424,203556,68640,516.419677734375,144,2659888633,3181301591,"=""80575235942014529""","=""80575235942003591""","=""720575940611661805""","=""720575940616046363""",577504,203444,68640,"=""720575940611661805""",FALSE,"="""""
27744599,578900,214008,67800,578860,214100,67800,594.031066894531,60,2527458123,0,"=""80575373380931856""","=""80575373380948026""","=""720575940628113292""","=""720575940616046363""",578900,214008,67800,"=""720575940628113292""",TRUE,"="""""
27814955,578536,213608,67680,578604,213696,67640,308.309875488281,144,2660530240,3053349891,"=""80575373380933380""","=""80575373380937705""","=""720575940618976297""","=""720575940616046363""",578536,213608,67680,"=""720575940618976297""",TRUE,"="""""
28307460,579712,199836,79280,579796,199844,79320,115.25927734375,112,2528735655,3572202565,"=""80575167222892785""","=""80575167222897895""","=""720575940619059497""","=""720575940616046363""",579712,199836,79280,"=""720575940619059497""",FALSE,"="""""
28307506,579532,199628,79480,579584,199760,79480,268.792114257812,156,0,3572202565,"=""80575167222914985""","=""80575167222899153""","=""720575940624804248""","=""720575940616046363""",579532,199628,79480,"=""720575940624804248""",TRUE,"="""""
28321766,587592,206580,79400,587656,206360,79440,232.134078979492,132,2528097786,3703358381,"=""80715973430705258""","=""80715973430728765""","=""720575940628115084""","=""720575940616046363""",587592,206580,79400,"=""720575940628115084""",TRUE,"="""""
28321780,587532,206560,79440,587540,206412,79480,48.1838455200195,118,2528097786,3703358381,"=""80715973430705258""","=""80715973430728765""","=""720575940628115084""","=""720575940616046363""",587532,206560,79440,"=""720575940628115084""",FALSE,"="""""
28321870,589724,207224,80080,589620,207224,80080,456.894165039062,156,3051428650,3704641139,"=""80786342174913885""","=""80786342174905180""","=""720575940632437856""","=""720575940616046363""",589724,207224,80080,"=""720575940632437856""",FALSE,"="""""
28346128,585656,205132,79320,585480,205136,79280,1067.27062988281,139,2922193536,3703358381,"=""80715973430746895""","=""80715973430720646""","=""720575940612337575""","=""720575940616046363""",585656,205132,79320,"=""720575940612337575""",FALSE,"="""""
28346141,585516,205120,79400,585332,205068,79400,291.094635009766,73,2922193536,3703358381,"=""80715973430741130""","=""80715973430724707""","=""720575940612337575""","=""720575940616046363""",585516,205120,79400,"=""720575940612337575""",FALSE,"="""""
28346147,585324,205084,79520,585228,205004,79520,173.083251953125,132,2922193536,3703358381,"=""80715973430727306""","=""80645604686541788""","=""720575940612337575""","=""720575940616046363""",585324,205084,79520,"=""720575940612337575""",FALSE,"="""""
28346155,586068,206860,79600,586184,206840,79600,666.164306640625,144,2790402780,3703358381,"=""80715973430733880""","=""80715973430736393""","=""720575940624804248""","=""720575940616046363""",586068,206860,79600,"=""720575940624804248""",TRUE,"="""""
28346187,584964,205108,79840,584936,205020,79840,54.2453079223633,28,2922193536,3703358381,"=""80645604686554436""","=""80645604686557166""","=""720575940612337575""","=""720575940616046363""",584964,205108,79840,"=""720575940612337575""",FALSE,"="""""
28346250,584316,205156,80280,584396,205120,80280,200.454864501953,145,2528735655,3703358381,"=""80645604686579667""","=""80645604686572178""","=""720575940619059497""","=""720575940616046363""",584316,205156,80280,"=""720575940619059497""",FALSE,"="""""
28346280,584980,207288,80360,585072,207312,80360,214.273406982422,65,0,0,"=""80645604686530711""","=""80645604686576266""","=""720575940624804248""","=""720575940616046363""",584980,207288,80360,"=""720575940624804248""",TRUE,"="""""
28346303,584804,204364,80520,584900,204272,80520,272.251770019531,139,2527458123,3703358381,"=""80645604686574434""","=""80645604686579504""","=""720575940628113292""","=""720575940616046363""",584804,204364,80520,"=""720575940628113292""",TRUE,"="""""
28346316,586108,206976,80560,586136,207092,80560,420.837280273438,146,2660530240,3703358381,"=""80715973430761673""","=""80715973430760351""","=""720575940618976297""","=""720575940616046363""",586108,206976,80560,"=""720575940618976297""",TRUE,"="""""
28594621,588824,218452,79120,588868,218316,79080,616.052062988281,144,2792324193,3576686118,"=""80716179589142115""","=""80716179589143228""","=""720575940616852894""","=""720575940616046363""",588824,218452,79120,"=""720575940616852894""",FALSE,"="""""
28617041,585000,217260,79000,584980,217364,79000,845.76513671875,139,2528097786,2268992762,"=""80645810844980372""","=""80645810844976040""","=""720575940628115084""","=""720575940616046363""",585000,217260,79000,"=""720575940628115084""",TRUE,"="""""
28617123,584720,217180,79320,584648,217256,79360,74.9564361572266,131,2528097786,3707196801,"=""80645810844976015""","=""80645810844990506""","=""720575940628115084""","=""720575940616046363""",584720,217180,79320,"=""720575940628115084""",TRUE,"="""""
28617137,584832,217180,79400,584744,217208,79440,20.1370182037354,14,2528097786,3707196801,"=""80645810844986946""","=""80645810844990506""","=""720575940628115084""","=""720575940616046363""",584832,217180,79400,"=""720575940628115084""",FALSE,"="""""
28617234,585632,218284,79760,585668,218392,79760,244.722015380859,133,3576684370,0,"=""80716179589152809""","=""80716179589170198""","=""720575940624804248""","=""720575940616046363""",585632,218284,79760,"=""720575940624804248""",FALSE,"="""""
28979993,576364,213920,79280,576448,213840,79280,590.929809570312,144,2527458123,3705912095,"=""80505004637118471""","=""80505004637121522""","=""720575940628113292""","=""720575940616046363""",576364,213920,79280,"=""720575940628113292""",FALSE,"="""""
28988960,578768,215256,79920,578768,215320,79880,12.4317579269409,126,2790402780,2790402780,"=""80575373381321095""","=""80575442100806608""","=""720575940624804248""","=""720575940616046363""",578768,215256,79920,"=""720575940624804248""",FALSE,"="""""
28988967,577444,214316,79920,577456,214412,79920,354.458312988281,156,3575401319,3706551938,"=""80575373381365648""","=""80575373381342459""","=""720575940616852894""","=""720575940616046363""",577444,214316,79920,"=""720575940616852894""",TRUE,"="""""
28988971,578736,215240,79960,578672,215280,79920,106.8291015625,137,2790402780,3706551999,"=""80575373381327650""","=""80575373381345436""","=""720575940624804248""","=""720575940616046363""",578736,215240,79960,"=""720575940624804248""",FALSE,"="""""
28988973,578768,215300,79920,578756,215420,79920,41.3465042114258,154,2790402780,0,"=""80575373381327650""","=""80575442100802813""","=""720575940624804248""","=""720575940616046363""",578768,215300,79920,"=""720575940624804248""",TRUE,"="""""
28988981,578108,214712,80040,578016,214748,80000,401.997100830078,138,2790402780,3706551982,"=""80575373381342493""","=""80575373381352193""","=""720575940624804248""","=""720575940616046363""",578108,214712,80040,"=""720575940624804248""",TRUE,"="""""
28989015,578092,214852,80160,578048,214940,80120,17.245023727417,145,2790402780,3706551982,"=""80575373381353608""","=""80575373381352193""","=""720575940624804248""","=""720575940616046363""",578092,214852,80160,"=""720575940624804248""",TRUE,"="""""
28996497,589996,215300,79040,590084,215300,79040,24.0293159484863,19,0,3576047993,"=""80786479613829454""","=""80786479613819839""","=""720575940613725708""","=""720575940616046363""",589996,215300,79040,"=""720575940613725708""",FALSE,"="""""
28996539,589940,215076,79320,590040,215072,79320,315.658081054688,148,3572214263,3576047993,"=""80786479613831101""","=""80786479613839782""","=""720575940613725708""","=""720575940616046363""",589940,215076,79320,"=""720575940613725708""",FALSE,"="""""
29061957,575420,213452,79080,575424,213340,79080,601.236328125,134,2527458123,0,"=""80505004637114259""","=""80505004637113039""","=""720575940628113292""","=""720575940616046363""",575420,213452,79080,"=""720575940628113292""",FALSE,"="""""
29084763,580116,211236,80240,580084,211144,80280,22.100736618042,28,2527458123,3705274182,"=""80575304661865896""","=""80575304661894851""","=""720575940628113292""","=""720575940616046363""",580116,211236,80240,"=""720575940628113292""",TRUE,"="""""
29310818,575420,209872,79000,575512,209812,79000,354.306610107422,140,2922193536,0,"=""80504935917665205""","=""80504935917663877""","=""720575940612337575""","=""720575940616046363""",575420,209872,79000,"=""720575940612337575""",FALSE,"="""""
29311320,587304,207984,79440,587244,207900,79440,335.649719238281,145,2659892065,3703358381,"=""80716042150210025""","=""80716042150199753""","=""720575940610903062""","=""720575940616046363""",587304,207984,79440,"=""720575940610903062""",FALSE,"="""""
29311395,586748,208096,79640,586792,208080,79720,5.71004962921143,120,2659892065,3703358381,"=""80716042150202459""","=""80716042150218245""","=""720575940610903062""","=""720575940616046363""",586748,208096,79640,"=""720575940610903062""",TRUE,"="""""
29333818,586260,207832,80280,586236,207928,80240,642.169921875,150,2790402780,3703358381,"=""80716042150232771""","=""80716042150241865""","=""720575940624804248""","=""720575940616046363""",586260,207832,80280,"=""720575940624804248""",FALSE,"="""""
29333863,585900,208124,80520,585944,208020,80520,651.468444824219,146,2791042904,3703358381,"=""80716042150254149""","=""80716042150241865""","=""720575940629359076""","=""720575940616046363""",585900,208124,80520,"=""720575940629359076""",TRUE,"="""""
54332403,579392,200520,73120,579388,200632,73120,233.754501342773,132,2790402780,3311176797,"=""80575167222663172""","=""80575167222678666""","=""720575940624804248""","=""720575940616046363""",579392,200520,73120,"=""720575940624804248""",FALSE,"="""""
54332437,579488,200416,73320,579556,200512,73320,793.025268554688,145,2790402780,3311176819,"=""80575167222663172""","=""80575167222694281""","=""720575940624804248""","=""720575940616046363""",579488,200416,73320,"=""720575940624804248""",FALSE,"="""""
54343089,580944,199896,73800,580828,199956,73800,203.526260375977,152,0,3311176819,"=""80575167222687433""","=""80575167222699539""","=""720575940613725708""","=""720575940616046363""",580944,199896,73800,"=""720575940613725708""",FALSE,"="""""
54363238,580480,204100,72560,580468,204204,72560,345.629943847656,141,2792324193,3312456034,"=""80575235942133392""","=""80575235942133449""","=""720575940616852894""","=""720575940616046363""",580480,204100,72560,"=""720575940616852894""",FALSE,"="""""
54883279,578600,201360,72720,578708,201264,72720,413.774658203125,150,2528735655,3311176797,"=""80575167222663280""","=""80575167222663281""","=""720575940619059497""","=""720575940616046363""",578600,201360,72720,"=""720575940619059497""",FALSE,"="""""
54894706,580420,204000,72680,580392,204112,72680,422.452667236328,162,2792324193,3312456034,"=""80575235942135757""","=""80575235942142333""","=""720575940616852894""","=""720575940616046363""",580420,204000,72680,"=""720575940616852894""",FALSE,"="""""
54894720,582076,203364,72760,582220,203424,72760,105.586776733398,65,2659892065,3311818193,"=""80645604686325724""","=""80645604686319972""","=""720575940610903062""","=""720575940616046363""",582076,203364,72760,"=""720575940610903062""",FALSE,"="""""
54894744,582028,203328,72800,582084,203364,72840,53.2756652832031,54,2659892065,3311818193,"=""80645604686325724""","=""80645604686324611""","=""720575940610903062""","=""720575940616046363""",582028,203328,72800,"=""720575940610903062""",FALSE,"="""""
54894795,581856,203100,73000,581852,203160,73080,50.1695861816406,164,0,3311818193,"=""80645604686322190""","=""80645604686337326""","=""720575940610903062""","=""720575940616046363""",581856,203100,73000,"=""720575940610903062""",FALSE,"="""""
54894801,580596,204072,73120,580460,204112,73080,570.089782714844,156,2922193536,0,"=""80575235942130967""","=""80575235942142333""","=""720575940612337575""","=""720575940616046363""",580596,204072,73120,"=""720575940612337575""",FALSE,"="""""
54894818,581480,203616,73200,581552,203536,73160,758.857543945312,146,2922193536,3311818193,"=""80645604686333433""","=""80645604686337326""","=""720575940612337575""","=""720575940616046363""",581480,203616,73200,"=""720575940612337575""",FALSE,"="""""
54894850,581252,203516,73400,581232,203388,73400,727.9892578125,143,2922193536,3311818327,"=""80645604686352813""","=""80645604686341173""","=""720575940612337575""","=""720575940616046363""",581252,203516,73400,"=""720575940612337575""",FALSE,"="""""
54894854,580216,204064,73360,580252,203956,73360,766.229858398438,146,3312456253,3312456034,"=""80575235942161332""","=""80575235942151744""","=""720575940624804248""","=""720575940616046363""",580216,204064,73360,"=""720575940624804248""",FALSE,"="""""
54894893,580200,203956,73560,580244,203840,73560,125.169662475586,137,3312456253,0,"=""80575235942172334""","=""80575235942164447""","=""720575940624804248""","=""720575940616046363""",580200,203956,73560,"=""720575940624804248""",FALSE,"="""""
54894924,580152,203872,73720,580192,203764,73720,533.190795898438,151,3312456253,0,"=""80575235942172334""","=""80575235942164447""","=""720575940624804248""","=""720575940616046363""",580152,203872,73720,"=""720575940624804248""",FALSE,"="""""
54894973,581208,202972,73960,581156,203064,73920,469.944244384766,148,3311818173,0,"=""80645604686376771""","=""80645604686359111""","=""720575940619059497""","=""720575940616046363""",581208,202972,73960,"=""720575940619059497""",FALSE,"="""""
54945618,578684,214312,73560,578668,214400,73520,391.685607910156,94,3313735591,3444889873,"=""80575373381132216""","=""80575373381141705""","=""720575940613725708""","=""720575940616046363""",578684,214312,73560,"=""720575940613725708""",FALSE,"="""""
54945640,578732,214372,73600,578680,214380,73640,24.9092140197754,139,0,3444889873,"=""80575373381144425""","=""80575373381141705""","=""720575940628113292""","=""720575940616046363""",578732,214372,73600,"=""720575940628113292""",TRUE,"="""""
54945662,578964,215512,73800,579056,215580,73760,883.908081054688,82,2527458123,3445527850,"=""80575442100599098""","=""80575442100613440""","=""720575940628113292""","=""720575940616046363""",578964,215512,73800,"=""720575940628113292""",TRUE,"="""""
54954703,581076,214388,73480,581084,214528,73480,120.462768554688,146,2790402780,3444889873,"=""80575373381136457""","=""80575373381140377""","=""720575940624804248""","=""720575940616046363""",581076,214388,73480,"=""720575940624804248""",TRUE,"="""""
54954726,581188,214588,73640,581080,214624,73600,809.081237792969,60,2792324193,3444889873,"=""80575373381135240""","=""80575373381140377""","=""720575940616852894""","=""720575940616046363""",581188,214588,73640,"=""720575940616852894""",FALSE,"="""""
55023197,590036,210568,73680,590144,210608,73720,424.626617431641,141,0,3313742581,"=""80786410894176783""","=""80786410894174243""","=""720575940629359076""","=""720575940616046363""",590036,210568,73680,"=""720575940629359076""",TRUE,"="""""
55245822,591024,209724,73080,590956,209816,73080,662.641845703125,142,2528735655,3313742613,"=""80786410894169047""","=""80786410894167733""","=""720575940619059497""","=""720575940616046363""",591024,209724,73080,"=""720575940619059497""",TRUE,"="""""
79155065,588448,199320,78360,588448,199512,78360,21.2078857421875,140,2792324193,0,"=""80715904711188748""","=""80715904711201415""","=""720575940616852894""","=""720575940616046363""",588448,199320,78360,"=""720575940616852894""",FALSE,"="""""
79155083,588084,199652,78440,588224,199700,78400,225.869522094727,139,2527458123,3572207554,"=""80715904711200110""","=""80715904711201415""","=""720575940628113292""","=""720575940616046363""",588084,199652,78440,"=""720575940628113292""",TRUE,"="""""
79155102,588476,199252,78440,588488,199408,78440,5.7236590385437,149,2792324193,0,"=""80715904711188748""","=""80715904711201415""","=""720575940616852894""","=""720575940616046363""",588476,199252,78440,"=""720575940616852894""",FALSE,"="""""
79155243,588384,199160,78800,588368,199268,78800,152.037017822266,150,2792324193,3572207554,"=""80715904711209681""","=""80715904711201415""","=""720575940616852894""","=""720575940616046363""",588384,199160,78800,"=""720575940616852894""",TRUE,"="""""
79162146,577368,199280,77360,577336,199344,77360,817.053955078125,145,2527458123,3572200525,"=""80575167222825805""","=""80575167222824269""","=""720575940628113292""","=""720575940616046363""",577368,199280,77360,"=""720575940628113292""",TRUE,"="""""
79162176,577840,200528,77400,577752,200476,77360,33.7278709411621,2,3441047905,3572200543,"=""80575167222823086""","=""80575167222819843""","=""720575940632437856""","=""720575940616046363""",577840,200528,77400,"=""720575940632437856""",FALSE,"="""""
79445466,589036,217840,78800,589056,217920,78800,560.044006347656,139,0,3576686039,"=""80716179589124643""","=""80716179589133273""","=""720575940619059497""","=""720575940616046363""",589036,217840,78800,"=""720575940619059497""",TRUE,"="""""
79463148,591012,218696,78080,590972,218620,78080,419.224670410156,143,2790402780,3576687528,"=""80786548333286982""","=""80786548333288362""","=""720575940624804248""","=""720575940616046363""",591012,218696,78080,"=""720575940624804248""",FALSE,"="""""
79463154,590988,219576,78120,590900,219652,78120,880.427429199219,139,2790402780,3576687528,"=""80786617052739971""","=""80786617052741380""","=""720575940624804248""","=""720575940616046363""",590988,219576,78120,"=""720575940624804248""",TRUE,"="""""
79463167,590960,218724,78120,590868,218636,78120,89.3191680908203,30,2790402780,3576687528,"=""80786548333286982""","=""80786548333288362""","=""720575940624804248""","=""720575940616046363""",590960,218724,78120,"=""720575940624804248""",FALSE,"="""""
79463183,590980,218668,78160,590856,218528,78160,22.0988140106201,71,2790402780,0,"=""80786548333286982""","=""80786548333288362""","=""720575940624804248""","=""720575940616046363""",590980,218668,78160,"=""720575940624804248""",FALSE,"="""""
79463223,592776,218696,78240,592844,218808,78240,109.577186584473,142,2660530240,3576689336,"=""80786548333304982""","=""80786548333299101""","=""720575940618976297""","=""720575940616046363""",592776,218696,78240,"=""720575940618976297""",FALSE,"="""""
79463224,593000,218808,78200,592916,218864,78240,130.075500488281,134,0,3576689336,"=""80786548333311187""","=""80786548333299101""","=""720575940628113292""","=""720575940616046363""",593000,218808,78200,"=""720575940628113292""",FALSE,"="""""
79463225,592704,218724,78280,592748,218864,78280,192.35514831543,140,2660530240,3576689336,"=""80786548333304982""","=""80786548333299101""","=""720575940618976297""","=""720575940616046363""",592704,218724,78280,"=""720575940618976297""",FALSE,"="""""
79463265,592292,220100,78280,592444,220124,78280,114.721649169922,128,2922193536,3577329164,"=""80786617052745816""","=""80786617052753343""","=""720575940612337575""","=""720575940616046363""",592292,220100,78280,"=""720575940612337575""",FALSE,"="""""
79463295,592820,219548,78360,592832,219672,78360,230.985931396484,142,0,3576689336,"=""80786617052750523""","=""80786617052758212""","=""720575940624804248""","=""720575940616046363""",592820,219548,78360,"=""720575940624804248""",TRUE,"="""""
79463341,592540,219892,78520,592668,219868,78520,289.378662109375,140,2922193536,3576689336,"=""80786617052759430""","=""80786617052758212""","=""720575940612337575""","=""720575940616046363""",592540,219892,78520,"=""720575940612337575""",FALSE,"="""""
79463373,592916,219164,78640,592852,219228,78640,217.915679931641,148,2527458123,3576689336,"=""80786548333300330""","=""80786548333301498""","=""720575940628113292""","=""720575940616046363""",592916,219164,78640,"=""720575940628113292""",TRUE,"="""""
